query_number,query,intent_number,action,target,intent_text,peak_score,rank,tool_name,score,score_retention,gap,relative_gradient,history_count,historical_median_gap,progressive_strength
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,9,outlook_mail_management_forward_email,0.55078125,76.21621621621621,0.0078125,1.0810810810810811,8,0.017578125,0.4444444444444444
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,10,outlook_mail_management_find_email_address,0.54296875,75.13513513513513,0.01171875,1.6216216216216217,9,0.015625,0.75
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,11,outlook_mail_management_search_outlook_mail,0.53125,73.51351351351352,0.033203125,4.594594594594595,10,0.013671875,2.4285714285714284
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,12,office_word_mcp_server_api_search_replace,0.498046875,68.91891891891892,0.001953125,0.2702702702702703,11,0.015625,0.125
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,13,outlook_mail_management_get_email_messages,0.49609375,68.64864864864865,0.001953125,0.2702702702702703,12,0.013671875,0.14285714285714285
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,14,github_mcp_server_pull_request_read,0.494140625,68.37837837837839,0.0,0.0,13,,
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,15,carrot_mcp_server_api_update_employee,0.494140625,68.37837837837839,0.005859375,0.8108108108108109,13,0.01171875,0.5
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,16,office_word_mcp_server_api_convert_to_pdf,0.48828125,67.56756756756756,0.00390625,0.5405405405405406,14,0.009765625,0.4
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,17,office_word_mcp_server_api_add_table,0.484375,67.02702702702703,0.0,0.0,15,,
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,18,carrot_mcp_server_api_submit_leave_application,0.484375,67.02702702702703,0.001953125,0.2702702702702703,15,0.0078125,0.25
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,19,office_word_mcp_server_api_add_picture,0.482421875,66.75675675675676,0.005859375,0.8108108108108109,16,0.0078125,0.75
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,20,office_word_mcp_server_api_copy_document,0.4765625,65.94594594594595,0.001953125,0.2702702702702703,17,0.0078125,0.25
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,21,office_word_mcp_server_api_add_paragraph,0.474609375,65.67567567567568,0.001953125,0.2702702702702703,18,0.0078125,0.25
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,22,github_mcp_server_search_repositories,0.47265625,65.4054054054054,0.0,0.0,19,,
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,23,carrot_mcp_server_api_create_employee,0.47265625,65.4054054054054,0.0,0.0,19,,
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,24,github_mcp_server_get_commit,0.47265625,65.4054054054054,0.001953125,0.2702702702702703,19,0.0078125,0.25
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,25,railway_tools_project_info,0.470703125,65.13513513513513,0.0,0.0,20,,
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,26,office_word_mcp_server_api_find_text_in_document,0.470703125,65.13513513513513,0.0,0.0,20,,
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,27,office_word_mcp_server_api_add_heading,0.470703125,65.13513513513513,0.0,0.0,20,,
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,28,office_word_mcp_server_api_get_document_outline,0.470703125,65.13513513513513,0.001953125,0.2702702702702703,20,0.0068359375,0.2857142857142857
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,29,github_mcp_server_create_or_update_file,0.46875,64.86486486486487,0.0,0.0,21,,
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,30,sharepoint_tools_create_txt_file_in_sharepoint,0.46875,64.86486486486487,0.001953125,0.2702702702702703,21,0.005859375,0.3333333333333333
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,31,carrot_mcp_server_api_create_leave_application,0.466796875,64.5945945945946,0.0,0.0,22,,
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,32,office_word_mcp_server_api_create_word_document,0.466796875,64.5945945945946,0.00390625,0.5405405405405406,22,0.005859375,0.6666666666666666
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,33,office_word_mcp_server_api_get_paragraph_text_from_document,0.462890625,64.05405405405405,0.0,0.0,23,,
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,34,carrot_mcp_server_api_update_leave_application,0.462890625,64.05405405405405,0.001953125,0.2702702702702703,23,0.005859375,0.3333333333333333
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,35,outlook_mail_management_delete_email_message,0.4609375,63.78378378378379,0.0,0.0,24,,
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,0.72265625,36,office_word_mcp_server_api_get_document_text,0.4609375,63.78378378378379,0.0,0.0,24,,
